park_id,park_name,park_address,park_ratings,latitude,longitude,zipcode
193,Ben E Fisher Park,"600 W Carrie Manor St, Manor, TX 78653",4,30.3402259,-97.56431699,78653
194,Heritage Square city park,"400 N Main St, Taylor, TX 76574",4,30.57139966,-97.40887895,76574
195,Flower Hill Community Park,"3002 Hill St, Round Rock, TX 78664",3,30.48986754,-97.62026827,78664
196,Colony Park District Park,"7201 Colony Loop Dr, Austin, TX 78724",4,30.30027673,-97.63866632,78724
197,Fritz Hughes Park,"3100 Fritz Hughes Park Rd, Austin, TX 78732",4,30.382546,-97.911917,78732
198,Pepper Rock Park,"8609 Pepper Rock Park Dr, Austin, TX 78746",3.5,30.49806603,-97.74037841,78746
199,Fern Bluff park,"17829 Park Valley Dr, Round Rock, TX 78681",4,30.516026,-97.72217623,78681
200,Neighbors,"5609 S Congress Ave, Austin, TX 78745",4.5,30.20396,-97.77479,78745
201,Wooten Park,"1406 Dale Dr, Austin, TX 78757",3.5,30.35347901,-97.71883273,78757
202,Jennie Lane Park,"102 E Rector St, Manor, TX 78653",4,30.34616723,-97.5559993,78653
203,Buda City Park,"204 San Antonio St, Buda, TX 78610",4.5,30.0852032,-97.84279347,78610
204,Veterans Memorial Park,"17813 Park Valley Dr, Round Rock, TX 78681",4,30.51423477,-97.71946698,78681
205,North Oaks Neighborhood Park,"820 Plaza Dr, Austin, TX 78753",4,30.37981131,-97.6713551,78753
206,Heritage Oak Park,"875 Quest Pkwy, Cedar Park, TX 78613",3,30.52126757,-97.82393622,78613
207,Stage Coach Park,"880 Main St, Buda, TX 78610",4.5,30.08172333,-97.84289315,78610
208,Alexander Neighborhood Park,"2901 E 16th St, Austin, TX 78702",4,30.27846206,-97.708517,78702
209,Mayfield Ranch Owners Association,"3817 Bram Cv, Round Rock, TX 78681",4,30.5569681,-97.74581168,78681
210,Arrowhead Park Disc Golf Course,"21606 Arrowhead Point, Lago Vista, TX 78645",4,30.44802,-98.01015,78645
211,Battle Bend Park,"4600 Suburban Dr, Austin, TX 78745",3.5,30.21326249,-97.76871421,78745
212,Murphy Park,"1600 Veterans Dr, Taylor, TX 76574",4.5,30.58107101,-97.41517772,76574
213,Timmerman Park,"12616 Skimmer Run, Manor, TX 78653",4,30.343005,-97.5374128,78653
214,Meadowview Triangle,"7501 Meadowview Ln, Austin, TX 78752",3,30.3398241,-97.71142507,78752
215,Cambridge Heights park,"17500 Marfa Lights Trl, Round Rock, TX 78664",3,30.47309283,-97.64701451,78664
216,Southeast Metropolitan Park,"4511 Hwy 71 E, Dell Valley, TX 78617",4,30.18851033,-97.60988427,78617
217,Settlement Park,"1401 David Curry Dr, Round Rock, TX 78664",5,30.53620991,-97.67071679,78664
218,Heroes Memorial Park,"4100 S FM 1626, Kyle, TX 78640",5,30.02569031,-97.87261382,78640
219,North Meadow Park,"14943 Doria Dr, Austin, TX 78728",4,30.448176,-97.681687,78728
220,Tanglewood Park,"11406 Rustic Rock Dr, Austin, TX 78750",4.5,30.43101136,-97.78142181,78750
221,Piney Bend Neighborhood Park,"8601 Piney Creek Bend, Austin, TX 78745",3,30.19397446,-97.83205172,78745
222,Kendra Page park,"2203 Blue Meadow Dr, Austin, TX 78744",4,30.18155146,-97.76437665,78744
223,Cherry Creek Neighborhood Park,"3403 Silk Oak Dr, Austin, TX 78748",3,30.188767,-97.844877,78748
224,North Star Greenbelt,"11701 Tallow Field Way, Austin, TX 78758",5,30.3948803,-97.7040329,78758
225,Gabriel's Overlook Park,"517 Lake Side Dr, Georgetown, TX 78628",4,30.61416829,-97.79695926,78628
226,Hutto Lake Park,"805 Estate Dr, Hutto, TX 78634",4,30.51299083,-97.57056226,78634
227,Fannie Robinson Park,"206 S Dolan St, Taylor, TX 76574",4.5,30.56590473,-97.39810107,76574
228,Buda Sportsplex Dog Park,"465 Buda Sportsplex Dr, Buda, TX 78610",4,30.10118,-97.8814699,78610
229,Tanglewood Forest Park,"9801 Curlew Dr, Austin, TX 78748",4,30.17742033,-97.83324592,78748
230,Champion Park,"3830 Brushy Creek Rd, Cedar Park, TX 78613",4.5,30.510639,-97.7586141,78613
231,Kinningham Park,"1000 Southcreek Dr, Round Rock, TX 78664",4,30.49999,-97.65472,78664
232,Founders Memorial Park,"480 Founders Park Rd, Dripping Springs, TX 78620",5,30.19836642,-98.08195111,78620
233,Water Tower Park,"200 Round Rock Ave, Round Rock, TX 78664",3,30.50901829,-97.67966628,78664
234,Shadow Glen,"11525 Shadowglen Trce, The Clubhouse, Manor, TX 78653",4,30.3578674,-97.546452,78653
235,Brush Square Park,"409 E 5th St, Austin, TX 78701",4,30.26576271,-97.73913611,78701
236,Sarah's Creek HOA Park,"15336 Sarah's Creek Dr, Pflugerville, TX 78660",3,30.44439937,-97.65755794,78660
237,Oakview Neighborhood Park,"10902 Oak View Dr, Austin, TX 78759",4,30.41761313,-97.76915029,78759
238,Edward Rendon Sr Park at Festival Beach,"2101 Jesse E Segovia St, Austin, TX 78702",4,30.24964,-97.72482,78702
239,Davis White Northeast Neighborhood Park,"6705 Crystalbrook Dr, Austin, TX 78724",4,30.303516,-97.654133,78724
240,Rivery Park,"1125 Woodlawn Ave, Georgetown, TX 78628",4,30.64891492,-97.68499813,78628
241,JJ Seabrook Greenbelt Park,"2000 Pershing Dr, Austin, TX 78723",3,30.28499412,-97.70077181,78723
242,Harris Branch neighborhood Park,"11200 Farmhaven Rd, Austin, TX 78754",4,30.34998119,-97.61954784,78754
243,Settlers Valley Greenbelt,"553 10th St, Pflugerville, TX 78660",4,30.43842847,-97.6306439,78660
244,Pan American Recreation Center,"2100 E 3rd St, Austin, TX 78702",4.5,30.25799,-97.72069,78702
245,Northtown Park and Disc Golf Course,"14508 Harris Ridge Blvd, Pflugerville, TX 78660",4.5,30.42146492,-97.64428711,78660
246,Hidden Lake Park,"4317 Hidden Park Dr, Pflugerville, TX 78660",3,30.449582,-97.566885,78660
247,Chisholm Trail Crossing Park,"500 Chisholm Trail Rd, Round Rock, TX 78681",3,30.511796,-97.689419,78681
248,Barking Springs,"2206 William Barton Dr, Austin, TX 78746",5,30.264511,-97.772438,78746
249,Vic Mathias Shores,"900 West Riverside Dr, Town Lake Metropolitan Park, Austin, TX 78701",5,30.26191548,-97.74949574,78701
250,J Lorraine TX Ghost Town,"14219 Littig Rd, Manor, TX 78653",4.5,30.33287,-97.50916,78653
251,Givens Recreation Center and District Park,"3811 E 12th St, Austin, TX 78721",4,30.27668051,-97.69028061,78721
252,Williamson County Parks,"219 Perry Mayfield, Round Rock, TX 78681",5,30.56136,-97.76726,78681
253,Gillis Park,"2526 Durwood St, Austin, TX 78704",3,30.2407814,-97.75843941,78704
254,Shenandoah Soccer park and Greenbelt,"1486 N Ave C, Elgin, TX 78621",3,30.360753,-97.3982149,78621
255,Texas State Cemetery,"909 Navasota St, Austin, TX 78702",4.5,30.2670932,-97.7266103,78702
256,Cambridge Estates Linear Park,"700 E Oxford Dr, Pflugerville, TX 78660",3,30.42844677,-97.61458667,78660
257,Austin BMX & Skate Park,"1213 Shoal Creek Blvd, Austin, TX 78701",5,30.27707,-97.74981,78701
258,Sandy Creek Park,"9500 Lime Creek Rd, Leander, TX 78641",3.5,30.469866,-97.9054932,78641
259,Sunset park,"2013 Union St, Leander, TX 78641",3,30.55264047,-97.83938543,78641
260,Brookfield Park 3,"Whittard Of Chelsea Ln, Pflugerville, TX 78660",2,30.42014141,-97.63361867,78660
261,Bark Park,"151 Holly St, Georgetown, TX 78626",4.5,30.64316752,-97.6692376,78626
262,Garey Park,"6450 RM 2243, Georgetown, TX 78628",4,30.595118,-97.78892,78628
263,Westcreek Pocket Park,"6044 Westcreek Dr, Austin, TX 78749",3,30.22901053,-97.84337759,78749
264,Brookfield Pool and Park,"1041 Tudor House Rd, Pflugerville, TX 78660",4,30.41981401,-97.63962023,78660
265,Lake Travis,"Austin, TX 78732",4.5,30.37528992,-97.89369202,78732
266,Longview Park,"7609 Longview Rd, Austin, TX 78745",3,30.201694,-97.827164,78745
267,Rabb Park,"151 N Aw Grimes Blvd, Round Rock, TX 78664",5,30.51514548,-97.65381853,78664
268,Ellen Higgins Pocket park,"2711 Cameron Lp, Austin, TX 78745",3,30.191922,-97.826779,78745
269,Bee Cave Dog Park,"13676 Bee Cave Pkwy, Bee Cave, TX 78738",4,30.31591681,-97.95161915,78738
270,Fritz Park,"100 Park St, Hutto, TX 78634",3.5,30.54803318,-97.54225468,78634
271,Thomas Memorial park,"411 Madison St, Elgin, TX 78621",4,30.34347967,-97.36278711,78621
272,Huffstickler Green,"3801 Duval St, Austin, TX 78751",5,30.298661,-97.7294302,78751
273,Northwest Balcones Park,"10225 Talleyran Dr, Austin, TX 78750",4.5,30.42687798,-97.80319977,78750
274,Black Locust Park,"608 Black Locust Dr W, Pflugerville, TX 78660",3,30.46054205,-97.63704571,78660
275,Stoney Creek Park,"14101 Maricella Ln, Pflugerville, TX 78660",4,30.4195863,-97.64440829,78660
276,Schroeter Park,"11701 Big Trl, Austin, TX 78759",4,30.41386,-97.73841,78759
277,T A Brown Neighborhood Park,"520 Northway Dr, Austin, TX 78752",3,30.34472952,-97.70954466,78752
278,Windemere Park,"16800 Gower St, Pflugerville, TX 78660",4,30.45797212,-97.64177702,78660
279,Dove Springs District Park,"5401 Ainez Dr, Austin, TX 78744",4.5,30.18751,-97.73964,78744
280,Williamson County Regional Park,"3005 County Rd 175, Leander, TX 78641",4.5,30.55998,-97.77017,78641
281,Memorial Park,"N Lee St, Round Rock, TX 78664",4,30.51229308,-97.68541166,78664
282,Splash Jam Milburn Park,"1901 Sunchase Blvd, Elizabeth Milburn Park, Cedar Park, TX 78613",5,30.4774985,-97.84039272,78613
283,VFW Park,"401 E. 2nd St, Georgetown, TX 78626",5,30.641706,-97.6741469,78626
284,Bell Farms Park,"12633 Bella Pkwy, Manor, TX 78653",3,30.34124445,-97.53018917,78653
285,North Austin Optimist,"1105 Morrow St, Austin, TX 78757",4,30.345804,-97.72047,78757
286,Brushy Creek Trail East,"151 N Aw Grimes Blvd, Round Rock, TX 78664",5,30.51535386,-97.65531212,78664
287,Somerset Park,"1600 Somerset Dr, Round Rock, TX 78681",3,30.52292675,-97.699796,78681
288,Carriage Hills Park #1,"1613 Carriage Hills Trl, Cedar Park, TX 78613",3,30.52206,-97.85993,78613
289,Carriage Hills park #2,"1600 Country Squire Dr, Cedar Park, TX 78613",3,30.52181,-97.85734,78613
290,Prize Oaks park,"1407 Cedar Park Dr, Cedar Park, TX 78613",3,30.50923,-97.84543,78613
291,Saxony Linear Park,"1104 Split Oak Cv, Pflugerville, TX 78660",3,30.44655672,-97.60891075,78660
292,Springbrook Glen Community Park,"1100 Springbrook Rd, Pflugerville, TX 78660",3,30.47508681,-97.63443184,78660
293,Creekmont West Park,"1100 Oakridge Dr, Round Rock, TX 78681",3,30.49861038,-97.7034159,78681
294,Mary Quinlan Park,"1601 Quinlan Park Rd S, Austin, TX 78732",4,30.3276988,-97.9268374,78732
295,Lakeline Oaks Park & Pavilion,"1000 Old Mill Rd, Cedar Park, TX 78613",4,30.47494483,-97.82398868,78613
296,Robin Bledsoe Park,"601 S Bagdad Rd, Leander, TX 78641",4,30.565942,-97.866796,78641
297,"Northeast District Park, Leash-Free Dog Park","5909 Crystalbrook Dr, Austin, TX 78724",2,30.30404091,-97.65319824,78724
298,Meadow Lake Park,"2901 Settlement Dr, Round Rock, TX 78664",3.5,30.54372777,-97.66464408,78664
299,Devine Lake Park,"1807 Waterfall Dr, Leander, TX 78641",4,30.58177497,-97.88391489,78641
300,Harris Ridge Owners Association Park,"1001 Weatherford Dr, Austin, TX 78753",3,30.40772492,-97.6493351,78753
301,Western Oaks Karst Preserve,"Davis Ln At La Cresada, Austin, TX 78749",5,30.20845245,-97.86456687,78749
302,Olson Meadows Park,"4200 Brushy Creek Rd, Cedar Park, TX 78613",4,30.51886916,-97.74189249,78613
303,Laurel Ridge park,"751 Satellite View, Round Rock, TX 78665",3,30.56348344,-97.67067977,78665
304,Twin Creeks Historic Park,"2900 King Monument Lane, Cedar Park, TX 78613",4,30.5374076,-97.7861757,78613
305,Century Oaks Park,"11410 Century Oaks Ter, Ste 104, Austin, TX 78758",3,30.40219486,-97.72623718,78758
306,Highland Neighborhood Park and Reznicek Field,"401 West Saint Johns Ave, Austin, TX 78752",3,30.33595163,-97.7142353,78752
307,Mcneil park,"N Interstate 35 Frontage Rd, Round Rock, TX 78665",1,30.55428244,-97.69188077,78665
308,Doak Park,"200 N Doak St, Taylor, TX 76574",3,30.56819408,-97.41602037,76574
309,Elgin Memorial Park,"Hwy 95 And Main St, Elgin, TX 78621",3.5,30.35649,-97.3832,78621
310,Brush Square Triangle,"4621 Lake View, Austin, TX 78731",2,30.3322194,-97.7667647,78731
311,Highland Park Linear Park,"Badlands Dr, Pflugerville, TX 78660",3,30.4660293,-97.6109089,78660
312,Old Stage Park - Anderson Mill Limited District,"12819 Hymeadow Dr, Austin, TX 78729",1.5,30.46118096,-97.78778293,78729
313,Mountain View Park,"9000 Middlebie Dr, Austin, TX 78750",5,30.43068013,-97.79154038,78750
314,Bark Park,"19417 Murchison Ridge Trl, Pflugerville, TX 78660",2.5,30.47282003,-97.5852415,78660
315,Oak View Park,"10800 Oak View Dr, Austin, TX 78759",5,30.4178773,-97.7710476,78759
316,Yett Creek Park,"12520 Riata Vista Cir, Austin, TX 78727",3,30.4301757,-97.73277461,78727
317,Mountain Creek Park,"1108 S 10th St, Pflugerville, TX 78660",3,30.43180326,-97.63395747,78660
318,1849 Park,"16430 Cameron Rd, Pflugerville, TX 78660",4.5,30.41185029,-97.555842,78660
319,Kensington  Park,"1891 Oxford St, Round Rock, TX 78664",4.5,30.49317015,-97.66692985,78664
320,Mesa village park,"1403 N Georgetown St, Round Rock, TX 78664",4,30.52182284,-97.67107221,78664
321,Davis Spring,"14814 Thatcher Dr, Austin, TX 78717",4.5,30.48881927,-97.76794907,78717
322,Central Park,"18720 Falcon Pointe Blvd, Pflugerville, TX 78660",4.5,30.45997224,-97.58649459,78660
323,Willow Bend Dog Park,"2801 Sauls Dr, Austin, TX 78728",4.5,30.45525194,-97.6805839,78728
324,Shadow Brook park,"Round Rock, TX 78681",3,30.49255262,-97.70439208,78681
325,Doghouse Drinkery Dog Park,"3800 County Rd 175, Leander, TX 78641",4.5,30.551958,-97.765327,78641
326,Lakeline Village Pud Park,"902 S Lakeline Blvd, Cedar Park, TX 78613",5,30.49244733,-97.81511019,78613
327,Joslin Park,"Austin, TX 78745",4.5,30.20706367,-97.79702759,78745
328,Greenlawn park,"211 Greenlawn Blvd, Round Rock, TX 78664",3,30.50857393,-97.6616889,78664
329,Morris Memorial park,"802 N Avenue C, Elgin, TX 78621",4,30.35041933,-97.3769808,78621
330,HYSA Riverwalk Fields,"1 Riverwalk Dr, Hutto, TX 78634",4,30.5258481,-97.5650512,78634
331,Moose Park,"1218 Settlers Valley Dr, Pflugerville, TX 78660",4,30.44057711,-97.63447572,78660
332,Work and Woof,"4930 S Congress, Bldg A, Austin, TX 78745",4.5,30.2127493,-97.77155161,78745
333,Bauerle Ranch at Slaughter Creek Greenbelt,"2700 Lynnbrook Dr, Austin, TX 78748",4,30.16844864,-97.83926166,78748
334,Rosemary Denny Park,"2400 E Riviera Dr, Cedar Park, TX 78613",3.5,30.47857499,-97.81239868,78613
335,East View RV Ranch,"552 Eastview Dr, Georgetown, TX 78626",5,30.65213,-97.62422,78626
336,Presidential Glen Playground and Gazebo Rules,"19513 Smith Gin St, Manor, TX 78653",3,30.35462442,-97.51110344,78653
337,Royal Pointe Park,"18712 Candace Lp, Pflugerville, TX 78660",3,30.47838,-97.62340391,78660
338,MUTTS Canine Cantina® - Austin,"9825 N Lake Creek Pkwy, Austin, TX 78717",4.5,30.47293044,-97.79261024,78717
339,Falcon Pointe Public Park,"2809 Barley Field Pass, Pflugerville, TX 78660",3,30.46041594,-97.58091023,78660
340,Silverado Ranch Park,"2210 Kasdan Pass, Cedar Park, TX 78613",5,30.52253327,-97.79170524,78613
341,Forest North neighborhood park,"13320 Lyndhurst St, Austin, TX 78729",4,30.46815788,-97.78337838,78729
342,Paggi Square,"2101 Robert Browning, Austin, TX 78723",4.5,30.3007713,-97.7074924,78723
343,Hutto Community Park,"514 S Pauley Dr, Hutto, TX 78634",4,30.53267925,-97.55522793,78634
344,Veteran's Park,"Ranch Rd 1431 & Ridgeway St, Jonestown, TX 78645",4,30.4955,-97.92434,78645
345,Crestland Triangle,"700 W Crestland Dr, Austin, TX 78752",2,30.34161679,-97.71532261,78752
346,Oakmont Forest Park,"1414 Colby Ln, Cedar Park, TX 78613",4,30.50181695,-97.84192533,78613
347,Georgetown Park & Recreation,"1101 N College St, Georgetown, TX 78626",4.5,30.6505,-97.66467,78626
348,Dayna Lawson Park,"1704 Continental Pass, Cedar Park, TX 78613",3,30.51707784,-97.85395267,78613
349,Park Central,"12400 N Ih 35, Austin, TX 78753",3.5,30.40216508,-97.67612815,78753
350,North Park,"1407 Suzi Ln, Pflugerville, TX 78660",3,30.4584898,-97.65337661,78660
351,Ricky Guerrero Park,"2006 South 6th St, Austin, TX 78704",4,30.24747147,-97.76432281,78704
352,Quest village park,"614 Stallion Dr, Cedar Park, TX 78613",4,30.51957725,-97.8200112,78613
353,Texas Parks & Wildlife,"4200 Smith School Rd, Austin, TX 78744",4,30.19683212,-97.71398082,78744
354,Zola Park,"17403 Zola Ln, Round Rock, TX 78664",3,30.47513267,-97.65373288,78664
355,Mary Elizabeth Branch Park,"2006 Philomena St, Austin, TX 78723",5,30.30018,-97.70265,78723
356,Gaines Creek Park,"4801 Republic Of Texas Blvd, Austin, TX 78735",2.5,30.24957903,-97.84216634,78735
357,Butler Pitch & Putt,"201 Lee Barton Dr, Austin, TX 78704",4,30.26319992,-97.75653641,78704
358,Heron Hollow Pocket park,"801 Payton Gin Rd, Austin, TX 78758",2,30.35791824,-97.70073435,78758
359,Mueller Dog Park,"2201 Aldrich St, Austin, TX 78723",2.5,30.30116273,-97.70284247,78723
360,Round Rock Dog Depot,"800 Deerfoot Dr, Round Rock, TX 78683",3.5,30.51007542,-97.66568105,78683
361,Plaza Saltillo,"412 Comal St, Austin, TX 78702",4,30.2619933,-97.72744776,78702
362,Veteran's Memorial Park,"2525 W New Hope Dr, Cedar Park, TX 78613",4.5,30.5212002,-97.868988,78613
363,Silk Oak Park Community Garden,"3204 Silk Oak Dr, Austin, TX 78748",3,30.18592571,-97.83984505,78748
364,Rivery Park  & Disc Golf Course,"Georgetown, TX 78628",4.5,30.63957977,-97.74980164,78628
365,Oakwood Glen park,"2600 Oakwood Glen Dr, Cedar Park, TX 78613",3,30.47126,-97.83153,78613
366,Margret Hoffman Oaks Park,"100 S 1st St, Austin, TX 78704",3,30.26400741,-97.7475796,78704
367,Lake Forest Park,"3590 Gattis School Rd, Round Rock, TX 78664",3,30.49688112,-97.620571,78664
368,Del Curto Neighborhood Park,"3000 Del Curto, Austin, TX 78704",4,30.24132538,-97.7790451,78704
369,Northcreek ranch park,"1001 N Creek Blvd, Leander, TX 78641",3,30.58069923,-97.87198883,78641
370,East Fourth Street park,"217 N Dolan St, Taylor, TX 76574",1,30.57128161,-97.40047867,76574
371,Mallard Pond Park,"19500 Mallard Pond Trail, Pflugerville, TX 78660",3.5,30.47312422,-97.582336,78660
372,Lone Tree Park,"2500 Stapleford Dr, Cedar Park, TX 78613",3,30.53912,-97.84305,78613
373,Old Town park,"300 2nd St S, Pflugerville, TX 78660",3,30.43821839,-97.62342202,78660
374,Houston School park,"5506 Tallow Tree Dr, Austin, TX 78744",3,30.1964787,-97.7554729,78744
375,Harris Ridge Dog Park,"14400 Harris Ridge Blvd, Pflugerville, TX 78660",4,30.42048,-97.64474,78660
376,Veterans Memorial park,"110 Depot St, Elgin, TX 78621",3,30.3476858,-97.3710493,78621
377,San Jose Splash Pad,"1707 San Jose St, Georgetown, TX 78626",4.5,30.62939331,-97.66873531,78626
378,Little Village Park,"16810 Whitebrush Lp, Austin, TX 78717",4,30.508337,-97.738243,78717
379,Edwards park,"704 Ash St, Georgetown, TX 78626",3,30.63693944,-97.67337882,78626
